id,dob,percentage,semster,gender,email,Name
3614129,11/20/2020,28.17,7,Female,vrenwickqw@indiatimes.com,Victoria Renwick
931380,4/22/2015,31.38,5,Female,tjanicijevicqx@wp.com,Teresita Janicijevic
2457537,7/21/1999,49.06,6,Female,cweightqy@linkedin.com,Cynthea Weight
2578882,8/8/2006,82.69,6,Male,ccheneyqz@i2i.jp,Cozmo Cheney
474308,2/21/1999,56.03,7,Male,ahymorr0@weather.com,Arch Hymor
953360,6/8/2010,64.9,5,Female,cbarrowsr1@vimeo.com,Courtnay Barrows
1460027,8/19/1994,60.72,4,Female,hfellgater2@ovh.net,Hulda Fellgate
87741,11/20/1991,78.28,2,Male,ngathr3@chicagotribune.com,Nev Gath
179501,4/12/2000,80.53,1,Male,sdaglishr4@bloglovin.com,Swen Daglish
2063386,5/25/2007,25.85,8,Male,hizzardr5@shinystat.com,Hugo Izzard
1580221,11/14/1995,30.26,5,Female,pvampouiller6@shareasale.com,Pam Vampouille
879389,11/8/1992,20.65,5,Female,bhaackerr7@wsj.com,Barbe Haacker
1848306,7/15/2022,86.57,4,Female,gcackettr8@apache.org,Gabbie Cackett
3084325,11/13/1992,85.63,1,Female,cproshr9@feedburner.com,Carley Prosh
3715112,5/19/2010,52.02,4,Male,mtidballra@cdc.gov,Mandel Tidball
2943487,2/15/2019,21.37,7,Female,tkynforthrb@stanford.edu,Tomi Kynforth
2047733,9/9/2003,82.64,4,Male,nstowellrc@com.com,Noby Stowell
4870892,4/21/1997,94.88,3,Agender,bgoschalkrd@oaic.gov.au,Berty Goschalk
3018776,12/7/2015,37.75,3,Female,lskelbeckre@china.com.cn,Lynette Skelbeck
3877772,7/12/2009,87.19,5,Male,cpottierf@ucla.edu,Cleveland Pottie
690987,7/11/2014,53.12,2,Male,feverardrg@auda.org.au,Foss Everard
2187524,12/31/2006,7.6,7,Female,mtimmonsrh@sbwire.com,Merrill Timmons
4987896,11/19/1993,55.44,6,Female,dcourteneyri@nyu.edu,Daphna Courteney
2681303,7/4/2007,88.71,4,Female,mharnerrj@cyberchimps.com,Matelda Harner
634642,7/7/2001,52.89,8,Male,dromainerk@wisc.edu,Dav Romaine
3901146,10/14/2020,4.92,8,Male,ejeenesrl@comcast.net,Evered Jeenes
2455255,10/9/2008,31.64,8,Female,brawclifferm@xinhuanet.com,Bevvy Rawcliffe
1848664,1/17/1998,41.11,4,Female,gegdellrn@toplist.cz,Gertie Egdell
2776195,9/24/1992,46.12,5,Female,bjarmanro@skyrock.com,Brietta Jarman
4803550,7/9/1998,71.69,1,Female,abrackstonerp@squarespace.com,Ann Brackstone
2369919,8/2/2007,5.98,6,Female,nbeechrq@youtube.com,Nicol Beech
3731081,11/16/2002,74.31,7,Male,kluckcockrr@army.mil,Kevon Luckcock
